Region,Product,Units_Sold,Revenue,Month,Year,Category_x,Category_y,Cost_Per_Unit
South,VetCare Plus,78,48159.38728852432,Apr,2024,Supplement,Medicine,444
Central,PetGuard,799,243918.60312351343,Jun,2023,Supplement,Supplement,226
East,PetGuard,98,29434.118634438357,Aug,2023,Supplement,Supplement,226
North,CanineCare,397,233390.76993851364,Apr,2023,Supplement,Antibiotic,482
Central,HealthyPaws,781,371146.4850288888,Apr,2024,Medicine,Supplement,386
Central,FurWell,892,364822.0408957437,Aug,2024,Medicine,Medicine,353
West,FurryVax,133,35423.07111041132,Jan,2023,Antibiotic,Vaccine,183
West,FurWell,506,238507.86219630192,Jun,2023,Antibiotic,Medicine,353
Central,FurryVax,942,258338.4715762485,Aug,2024,Antibiotic,Vaccine,183
West,FurryVax,893,211448.7855531201,Mar,2023,Vaccine,Vaccine,183
West,HealthyPaws,771,383715.9821226125,Apr,2023,Antibiotic,Supplement,386
South,PawShield,993,397967.542687701,Jul,2023,Medicine,Medicine,349
Central,MediPet,91,34694.167609933145,Feb,2023,Supplement,Supplement,312
East,MediPet,351,126689.60576215592,Jan,2024,Vaccine,Supplement,312
Central,FurryVax,99,21255.42336629656,May,2024,Vaccine,Vaccine,183
West,VetCare Plus,175,98448.23579605644,Feb,2024,Medicine,Medicine,444
Central,MediPet,629,253177.78237040373,Jun,2024,Antibiotic,Supplement,312
Central,HealthyPaws,830,437923.6728948192,Aug,2023,Antibiotic,Supplement,386
South,PawShield,141,71849.95102126925,Jul,2024,Vaccine,Medicine,349
East,VetCare Plus,736,472654.3090026148,May,2024,Medicine,Medicine,444
North,MediPet,624,288540.724447269,Feb,2023,Vaccine,Supplement,312
Central,VetCare Plus,633,322679.5309218041,Aug,2023,Medicine,Medicine,444
Central,HealthyPaws,69,38136.591254715386,Apr,2024,Vaccine,Supplement,386
Central,CanineCare,136,84994.01629893822,Jul,2024,Medicine,Antibiotic,482
North,PawShield,497,250441.73829433369,Jul,2023,Medicine,Medicine,349
East,FurryVax,313,75419.93000297788,Feb,2023,Medicine,Vaccine,183
East,HealthyPaws,237,111856.65947369914,Feb,2024,Vaccine,Supplement,386
West,HealthyPaws,110,58820.697788429214,Mar,2024,Medicine,Supplement,386
East,FurryVax,151,40266.929417863816,Mar,2024,Antibiotic,Vaccine,183
East,FurryVax,897,196299.8396397069,Jan,2023,Vaccine,Vaccine,183
Central,FurWell,554,219861.1243450955,Feb,2024,Supplement,Medicine,353
West,FurryVax,117,28978.00106847172,Jan,2024,Antibiotic,Vaccine,183
North,MediPet,617,235210.0762118982,Apr,2023,Vaccine,Supplement,312
West,CanineCare,135,85643.56593312036,Mar,2023,Supplement,Antibiotic,482
South,FurWell,600,233064.80968570092,Aug,2024,Medicine,Medicine,353
West,MediPet,718,330065.785161079,Jan,2023,Medicine,Supplement,312
West,MediPet,662,296798.6612875538,Jul,2024,Supplement,Supplement,312
South,MediPet,96,34022.058715248626,Feb,2023,Supplement,Supplement,312
North,HealthyPaws,792,410931.3825790215,Jul,2024,Vaccine,Supplement,386
East,PawShield,700,292762.1120092103,Aug,2024,Supplement,Medicine,349
East,PawShield,265,135546.69081699935,Jun,2024,Medicine,Medicine,349
South,VetCare Plus,673,409098.2984124978,Jan,2024,Medicine,Medicine,444
West,CanineCare,830,526262.8201092507,Feb,2024,Medicine,Antibiotic,482
West,PetGuard,411,108757.86318272023,Jun,2024,Antibiotic,Supplement,226
North,PetGuard,523,130460.48946332133,Apr,2024,Antibiotic,Supplement,226
North,MediPet,746,332023.5977433563,Apr,2024,Medicine,Supplement,312
East,FurWell,289,123675.4685497935,Jun,2024,Medicine,Medicine,353
Central,FurWell,57,29134.53380570564,Jul,2023,Medicine,Medicine,353
Central,CanineCare,224,144165.98151366267,Mar,2023,Medicine,Antibiotic,482
North,HealthyPaws,315,174976.14084987473,May,2023,Vaccine,Supplement,386
North,MediPet,747,316124.8666210035,Jan,2024,Antibiotic,Supplement,312
North,PawShield,492,235595.29084776476,May,2024,Medicine,Medicine,349
West,CanineCare,420,245189.90509497875,Apr,2023,Medicine,Antibiotic,482
West,CanineCare,373,221834.767885876,Jul,2023,Vaccine,Antibiotic,482
Central,VetCare Plus,805,524262.97286298673,Jul,2023,Medicine,Medicine,444
South,HealthyPaws,387,165985.6749905835,Feb,2024,Medicine,Supplement,386
West,VetCare Plus,656,332954.4400185102,May,2024,Vaccine,Medicine,444
South,PawShield,902,465088.5560841089,Jun,2023,Vaccine,Medicine,349
Central,CanineCare,832,454846.9868641619,Aug,2023,Medicine,Antibiotic,482
North,VetCare Plus,436,217743.45615245737,Feb,2024,Vaccine,Medicine,444
West,VetCare Plus,358,217927.29025779935,Feb,2024,Medicine,Medicine,444
Central,VetCare Plus,351,209909.5236792236,Jul,2024,Medicine,Medicine,444
West,FurWell,935,424346.3128915521,Aug,2023,Antibiotic,Medicine,353
West,PetGuard,397,119790.11598741951,Aug,2023,Supplement,Supplement,226
North,PetGuard,62,18985.49626558625,Apr,2023,Vaccine,Supplement,226
East,PawShield,481,200983.0053232193,Aug,2024,Vaccine,Medicine,349
North,VetCare Plus,180,97860.06566359574,Jul,2024,Supplement,Medicine,444
Central,HealthyPaws,200,93908.05461428664,May,2024,Supplement,Supplement,386
North,HealthyPaws,108,51590.00228086154,Jan,2023,Antibiotic,Supplement,386
South,FurWell,854,412141.9812869341,Jun,2023,Vaccine,Medicine,353
West,PawShield,922,396252.7521664802,May,2024,Antibiotic,Medicine,349
North,CanineCare,947,670065.9987803387,Aug,2023,Vaccine,Antibiotic,482
South,FurWell,527,259296.4204768706,Apr,2023,Antibiotic,Medicine,353
East,FurryVax,260,59243.135921867695,Mar,2024,Medicine,Vaccine,183
North,PawShield,80,35630.47787877245,Mar,2023,Supplement,Medicine,349
Central,PawShield,94,39814.685440287154,Apr,2023,Vaccine,Medicine,349
South,MediPet,786,287268.8288632823,Jun,2023,Vaccine,Supplement,312
North,HealthyPaws,913,504866.3773939264,Feb,2024,Medicine,Supplement,386
South,FurryVax,720,161014.53461226643,Jun,2023,Vaccine,Vaccine,183
South,PawShield,878,444727.1430480788,Mar,2024,Antibiotic,Medicine,349
North,PetGuard,197,58458.36034151322,Apr,2023,Vaccine,Supplement,226
East,PawShield,663,325152.6365786757,Apr,2024,Medicine,Medicine,349
Central,FurWell,924,391037.3883403528,Mar,2024,Supplement,Medicine,353
East,HealthyPaws,921,502637.8779060693,Apr,2024,Medicine,Supplement,386
Central,PetGuard,221,65307.23924834816,Jun,2024,Antibiotic,Supplement,226
South,PawShield,779,350578.5414102603,Aug,2024,Antibiotic,Medicine,349
Central,FurryVax,703,187564.30485377557,Apr,2023,Vaccine,Vaccine,183
West,FurWell,455,233772.49388766344,May,2023,Antibiotic,Medicine,353
Central,HealthyPaws,912,406150.6278543093,May,2024,Medicine,Supplement,386
North,MediPet,505,202638.11207184795,Apr,2024,Medicine,Supplement,312
Central,PawShield,486,214321.0464156603,Aug,2024,Antibiotic,Medicine,349
West,PawShield,329,146589.14585704223,Jan,2024,Vaccine,Medicine,349
East,PetGuard,417,133291.10846224678,May,2023,Medicine,Supplement,226
South,PetGuard,171,50951.28924570992,Jun,2023,Medicine,Supplement,226
East,FurWell,741,365701.1670218549,May,2024,Supplement,Medicine,353
East,FurWell,772,383710.8223883853,May,2023,Medicine,Medicine,353
East,PawShield,851,382772.7856612485,Jul,2024,Medicine,Medicine,349
Central,HealthyPaws,936,501960.9454988128,Apr,2024,Vaccine,Supplement,386
South,CanineCare,289,197352.6640478502,Aug,2024,Supplement,Antibiotic,482
East,FurWell,489,220947.8222393592,Apr,2024,Antibiotic,Medicine,353
Central,VetCare Plus,433,284021.8773737803,Mar,2023,Supplement,Medicine,444
North,CanineCare,879,537079.198587608,Jun,2024,Vaccine,Antibiotic,482
West,MediPet,383,138791.79534142217,Jan,2023,Vaccine,Supplement,312
East,FurryVax,440,105786.87262498036,Jul,2023,Medicine,Vaccine,183
South,CanineCare,161,88256.49095813281,Aug,2024,Supplement,Antibiotic,482
